Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Metal,Not Reported/ Can not calculate,21.45000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200516,"Pt wire, current for luminosity",1888.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,279.40000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1888_On the heating effects of electric currents,,1.3314272965,,,,,,,,2.4462264018,,,,,Two-probe,Air,Not Reported/ Can not calculate,3337.00000,54426890.33486,2.53738,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,no,,7.73581,,279400.00000,5.44623,279400.00000,5.44623,,Metal,large,Not reported/Can not calculate,Not reported/Can not calculate
Metal,Not Reported/ Can not calculate,21.45000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200516,"Pt wire, current for luminosity",1888.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,203.20000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1888_On the heating effects of electric currents,,1.3314272965,,,,,,,,2.3079237036,,,,,Two-probe,Air,Not Reported/ Can not calculate,2536.00000,78200937.69008,3.64573,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,no,,7.89321,,203200.00000,5.30792,203200.00000,5.30792,,Metal,large,Not reported/Can not calculate,Not reported/Can not calculate
Single crystal graphite,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200716,,1954.0,Single crystal graphite,As-is,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,523.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1954_Low-Temperature Thermal Conductivity of a Canadian Natural Graphite,,,,,,,,,,,2.7185016889,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,35.15830,Not Reported/ Can not calculate,Not Reported/ Can not calculate,48961.09700,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210320,,1972.0,,Doped,ICl,2.69000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,1.5460278676,,,,,,,,,,,,,0.42975228,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,22.35390,Not Reported/ Can not calculate,Not Reported/ Can not calculate,336802.45068,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210320,,1972.0,,Doped,Br2,2.69000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,1.3493533038,,,,,,,,,,,,,0.42975228,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,10.94830,Not Reported/ Can not calculate,Not Reported/ Can not calculate,68.80285,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210320,,1972.0,,Doped,K,2.69000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,1.0393466892,,,,,,,,,,,,,0.42975228,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,63.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1000000.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200101,AsF5,1977.0,Graphite,Doped,AsF5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"1977 ROOM TEMPERATURE ELECTRICAL CONDUCTIVITY OF A HIGHLY TWO DIMENSIONAL SYNTHETIC METAL: AsF
5_GRAPHITE",1.7993405495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,100.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200101,SbF5,1977.0,Graphite wire extrusion,Doped,SbF5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1977 The electrical conductivity of graphite intercalated with superacid fluorides: experiments with antimony pentafluoride,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,63.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,HOPG,1977.0,,Doped,AsF5,2.60000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1977_High Electrical Conductivity in Graphite Intercalated with Acid Fluorides ,1.7993405495,,,,,,,,,,,,,0.414973348,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,9.09091,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,2224.00000,Not Reported/ Can not calculate,294.00000,20218.18182,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200518,Nitric Acid Doped,1980.0,Carbon Fiber,Not Reported/ Can not calculate,HNO3,1.25000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1980 PREPARATION AND ELECTRONIC PROPERTIES OF INTERCALATION COMPOUNDS OF GRAPHITE FIBERS ,0.9586073148,,,3.3471347829,,2.4683473304,,,,,,,,0.096910013,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,60.00000,2.24000,26.78571,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20191229,"Was reported as an approximation, copper's conductivity at the density of graphite",1981.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation compounds of graphite,1.7781512504,0.3502480183,1.427903232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,38.14554,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200518,AsF5 R vs T graph,1981.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,AsF5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.54462,0.54462,0.54462,0.77077,2.62154,4.81356,4.81356,1981_Intercalation compounds of graphite,1.5814437662,,,,,,,,,,,0.6824663284,0.6824663284,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Single crystal graphite,2.25221,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200518,Single crystal graphite in AsF5 plot,1981.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.43955,2.43955,4.55132,22.52821,44.40086,18.20044,9.75561,1981_Intercalation compounds of graphite,0.3526086204,,,,,,,,,,,1.2600818999,0.9892543424,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,2.49000,,,3000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,0.3961993471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,10.86400,,,56.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.0359897569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,16.94200,,,860.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.2289646774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,25.20000,,,14.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.4014005408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,15.86000,,,26000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.200303183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,22.40000,,,140000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.3502480183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,30.60000,,,170000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.4857214265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,16.20000,,,180000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.2095150145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,64.80000,,,2700000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.8115750059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,11.00000,,,11000.00000,,,,,,,,Yes,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,1.0413926852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,33.33333,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,VGCF Annealed 2720,1981.0,,Doped,AsF5,1.69492,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation of vapor grown graphite,1.5228787453,,,,,,,,,,,,,0.2291479884,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,8.92857,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,VGCF Annealed 2720,1981.0,,Doped,HNO3,0.88496,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation of vapor grown graphite,0.9507819773,,,,,,,,,,,,,-0.0530784435,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,29.41176,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,VGCF Annealed 2800,1981.0,,Doped,AsF5,1.28205,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation of vapor grown graphite,1.468521083,,,,,,,,,,,,,0.1079053973,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
